-0.10394,0.14338,-0.021926,0.0022878,0.010947,0.0098433,-0.0031186,-0.013196,-0.021997,0.013494
-0.073958,-0.030234,-0.04146,0.014951,0.0083662,-0.014882,0.041495,-0.015114,0.028779,0.023295
0.092825,0.14813,-0.035348,0.023865,0.024621,-0.01901,0.017019,-0.0042611,-0.0064752,0.017753
-0.00042344,-0.0042977,-0.037048,-0.023706,-0.0087794,-0.035534,0.0085024,-0.094941,0.012502,-0.0081559
-0.010399,-0.015521,0.048733,0.067911,0.055457,0.023094,-0.027568,0.12308,-0.0076579,0.053812
0.0093696,0.0028898,-0.010096,0.0023875,0.028481,0.0094455,-0.0055515,-0.020851,-0.0062372,0.003935
0.025553,0.016959,0.027863,-0.068049,-0.024077,0.0013914,-0.036434,-0.064988,-0.00058211,-0.1241
0.0083621,0.020682,0.0007601,-0.01575,0.01027,-0.003905,-0.061436,0.015658,0.0084963,-0.063379
-0.0030133,-0.012911,0.024923,0.046348,0.01573,0.014544,-0.068138,0.10711,0.00087457,-0.023767
0.023039,0.0093318,0.020199,-0.090191,-0.0099597,-0.01207,-0.073715,-0.044491,-0.0020947,-0.12131
-0.033281,-0.017616,-0.024028,0.10411,0.020291,-0.020358,0.10377,0.035593,-0.030598,0.17656
-0.025698,-0.0083861,0.024352,0.048508,-0.026643,-0.029215,0.011346,0.10439,-0.031351,0.041306
0.0076365,-0.00075762,0.0012478,-0.017951,-0.015677,0.009368,0.0017717,-0.034724,0.0060159,-0.033638
-0.00082244,0.00062583,0.0037297,-0.001014,-0.0033415,-0.00036545,0.005933,-0.0049497,0.0041065,-0.0051546
0.00065951,0.0010808,-0.0090706,0.0044962,-0.0075092,-0.0087484,0.001789,0.0083355,-0.0041295,-0.0055722
-0.0024635,-0.0059438,0.00076417,-0.00030258,0.00041977,0.0056531,-0.011817,0.0092469,-0.0068749,-0.0020953
-0.00034502,-8.4632e-06,0.0020423,0.0039499,0.0011131,-0.0012613,0.0030609,-0.0014615,0.00016485,-0.0033046
0.0012431,0.0022694,-0.0078167,-0.0044212,-0.00028659,0.00096791,0.0030562,-0.00061728,-0.0049267,-0.0074731
-0.00042618,0.0007488,0.00098252,0.0034554,0.0088269,-0.004271,-0.0017241,0.0063057,-0.0054103,0.00050435
-0.00084754,-0.0012166,0.0043078,-0.0020153,-0.002362,0.0017521,0.0030912,0.00078292,-0.00060071,-0.0099716
0.001525,0.0024935,-0.0067728,-0.00076408,0.0046877,-0.00039893,-0.011456,-0.00099779,0.00091511,0.0065797
-0.0013836,-0.0041949,-0.012779,-0.0024791,-0.0016556,-0.0086164,-0.0058763,-0.00049652,0.0052503,-0.0056928
-0.00045562,0.0043658,-0.0019268,-0.0071541,0.00058231,0.0023247,0.0040688,0.0088437,0.0064093,0.0032622
-0.0010701,-0.0027521,0.0008864,0.00064603,-0.0029979,-0.0056211,0.0050343,-0.0051847,0.0041144,-0.0039181
-0.00034531,-0.0014795,-0.0066911,-0.0087194,-0.0034307,0.0021619,0.0092032,-0.0027357,-0.0028614,0.00036188
0.0016491,0.0021765,0.0027676,0.0007045,-0.00015181,0.00033266,0.0035496,0.003615,-0.0021707,-0.0049527
-0.0012526,0.00081648,0.0020388,-0.00074593,0.0093844,0.00079139,-0.0067594,-0.0022929,-0.0023704,-0.0023782
-0.0010322,0.0028334,-0.0014069,0.00037781,-0.0014852,0.0072076,0.003422,0.0022906,-0.0055015,0.0045351
-0.0012786,-0.0019957,-3.6014e-05,0.0030663,0.0026837,0.0032929,-0.0019276,-0.0053021,-0.0011431,0.0050941
0.00036233,4.5018e-05,0.0010156,0.0073311,-0.0070648,-0.0094083,-0.0078516,0.0022111,0.0011427,0.00061912
0.00096733,0.0015201,0.0022891,2.7483e-06,0.00030471,0.00042268,0.0062803,0.0014048,0.00070608,-0.0035242
0.0023692,-0.0023042,0.0036697,0.0015265,0.0013336,0.0036784,0.0036414,0.0023281,-0.0016597,0.0057184
-0.00025936,-0.00098871,0.002497,0.0060004,-0.0050002,-0.0084114,0.0031602,-0.0038701,-0.0081139,0.0067372
-0.0013462,-0.0037392,-0.002651,-0.0050529,0.002615,-0.0078022,-0.0015821,-0.0079008,-0.0010595,0.0016469
0.0018494,-0.00015309,0.0015192,0.00080197,-0.0078687,0.0060899,0.0078231,2.9328e-05,0.00097788,-0.0060181
-0.0010351,0.0025413,0.0049852,-0.0091056,0.00016153,0.0024929,0.0066947,0.0045984,-0.0025053,0.0001072
0.00061071,-0.0023366,0.0049981,-0.0012604,0.0048414,0.0010303,0.00066097,0.0026944,-0.0039536,-0.00030417
0.00064337,0.0027051,0.001767,-0.00071297,0.00014434,0.00068699,-0.0035434,-0.0022144,-0.0064714,-0.0022789
0.00039678,-0.0017334,-0.002373,0.001752,0.0015918,-0.0070628,-0.0053886,0.0038438,-0.014364,0.0038462
0.00029323,-0.001299,-0.0024017,-0.0018393,-0.0056711,-0.0013439,-0.0096375,-0.0023157,0.0071067,0.0062098
5.427e-05,-0.001625,-0.0014077,0.0012809,0.0021737,0.00071592,-0.0044443,-0.00031922,0.0011706,0.0021015
-0.001857,-0.004295,-0.001601,-0.0054284,0.0069546,-0.0043085,-0.0020849,-0.00066163,-0.006446,-0.0018254
-5.0059e-05,-0.0019941,0.0089857,0.0035112,-0.002749,-0.0039265,-0.00079518,0.00086274,0.003592,0.0061261
