-0.092566,-0.037053,0.010951,-0.016431,-0.0039548,-0.055799,-0.011559,-0.021203,0.014655,-0.044874
-0.075455,0.058303,0.020434,0.012634,-0.012751,-0.013437,0.049136,1.3411e-05,-0.026571,-0.023453
0.10235,-0.037547,0.036148,0.0037249,-0.0024061,-0.053276,0.0097641,-0.011349,0.0027976,-0.049794
-0.0035273,0.05514,0.023155,-0.045625,-0.042644,-0.0056024,0.020519,-0.039709,-0.071088,-0.011192
-0.011955,-0.090458,-0.014532,0.1036,0.065799,-0.0027331,-0.04125,0.069639,0.04944,-0.033749
0.0059769,0.0039034,0.020016,0.0060274,0.004812,-0.018174,-0.0058179,-0.0078586,-0.0085103,-0.018443
0.031243,0.011869,-0.002812,-0.10227,-0.065981,-0.026124,0.003038,-0.016812,0.0042239,0.11101
0.011007,-0.054687,0.066327,-0.017079,0.00059719,-0.00017599,-0.046943,0.014274,0.03274,0.04381
0.0010012,-0.059353,0.013165,0.058643,0.0159,-0.014347,-0.056537,0.079878,0.074175,0.025738
0.028636,-0.00056832,0.019149,-0.1151,-0.053085,-0.034974,-0.027573,0.015877,0.010879,0.092191
-0.044261,-0.00077719,-0.022976,0.13426,0.040251,0.05023,0.037016,0.0030241,-0.029354,-0.16904
-0.022703,-0.061837,-0.013399,0.056501,-0.00099274,0.060012,-0.011775,0.06681,0.053609,-0.030736
0.0088797,0.034694,-0.022356,-0.03121,-0.024765,-0.010682,0.012903,-0.019635,-0.014107,0.032038
-0.00062588,-2.7983e-05,-0.0025597,0.001422,-0.0022143,0.0021277,0.0060041,-0.0022012,-0.0035397,0.0018159
0.00078614,0.0039135,0.011309,0.0014124,-0.0071873,0.0075842,0.0030411,0.0074313,0.006976,-0.0005944
-0.0026932,0.0014769,-0.001403,0.0020712,0.004452,0.00090073,-0.012302,0.0078931,0.0069405,0.0040211
-0.00057834,-0.0019166,0.002121,0.003447,-0.0024225,3.8324e-05,0.0040045,-0.00026363,0.0018165,-0.00050684
0.000905,0.0079501,0.0049427,-0.0045257,-0.0019849,-0.00077876,0.0030997,0.00054875,0.0063096,0.0013092
-0.00096335,-0.0022705,-0.00036767,0.0050758,0.0047371,0.001508,-0.00033286,0.0124,-0.0028686,-0.0027679
-0.0015139,-0.0039835,0.0014226,-0.0029098,-0.0036576,-0.0010525,0.0059599,-0.0034679,0.009869,0.0070596
0.0020201,0.0039893,0.0053735,-0.00182,0.0017602,-0.0078094,-0.0085561,0.0041933,-0.0043177,-0.0044328
-0.0019191,0.0084862,0.010991,-0.0062958,-0.0015356,-0.00063283,-0.0020259,0.0016203,-0.003638,0.0084003
0.00023138,-0.0017852,0.0021947,-0.0040357,0.012034,0.0039931,0.0030948,-0.0011269,0.0028965,-0.0028651
-0.0012293,0.0010425,-0.0014948,-0.0010316,-0.0025475,0.0037038,0.0054827,-0.0023779,-0.0046383,0.0039438
-0.00039474,0.0081375,-0.0013355,-0.0075497,-0.00012044,0.0071941,0.0029479,-0.0058479,0.0017378,-0.0027355
0.0022049,-0.0023116,-0.0033234,0.00031023,0.0019656,0.0010087,0.0013281,0.0012021,0.0039678,0.0050965
-0.0017391,0.0017331,0.00033203,-0.0033389,-0.0017028,-0.014404,-0.0014119,0.0037405,0.00080467,0.00049969
-0.0008227,0.0015485,-0.0021548,0.0033087,0.0019645,0.0024664,-0.00076098,-0.00017584,0.0061378,-0.0074236
-0.0017073,-0.00037324,0.00057764,0.0037477,4.1719e-05,-0.0025628,-0.0048183,-0.0028189,-0.0019353,-0.0073299
0.00072031,-0.00068291,0.0041159,0.0039339,-0.01017,0.00050772,-0.0024984,0.0084661,-0.0067148,0.0030913
0.0010547,-0.001075,-0.0036575,0.0022348,0.0019962,0.0047155,0.0050832,-0.00023661,-4.5043e-05,-0.0010032
